time_s,state,phase,radial_expansion,radial_expansion_median,radial_std,radial_p95,outward_frac,inward_frac,pt_displacement_mean,pt_displacement_median,pt_displacement_std,pt_displacement_max,point_count,point_density,feature_radius_mean,feature_radius_std,flow_magnitude,flow_dir_hist_0,flow_dir_hist_1,flow_dir_hist_2,flow_dir_hist_3,flow_dir_hist_4,flow_dir_hist_5,flow_dir_hist_6,flow_dir_hist_7,foe_x,foe_y,flow_median,flow_p95,flow_std,flow_max,div_mean,div_median,div_std,div_p95,div_pos_frac,div_max,grid_flow_00,grid_flow_01,grid_flow_02,grid_flow_10,grid_flow_11,grid_flow_12,grid_flow_20,grid_flow_21,grid_flow_22,cam_rotation,cam_scale,cam_tx,cam_ty,residual_flow_mean,residual_flow_p95,residual_div,hom_scale,hom_rotation,hom_tx,hom_ty,hom_persp_x,hom_persp_y,hom_ok,edge_density,texture_var,grad_magnitude_mean,sharpness,sky_fraction,ground_fraction,horizon_angle,horizon_pos,horizon_conf,expansion_rate,expansion_acceleration
0.0000,STABLE,STABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,500.0000,0.0016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1591,3756.9998,82.8605,1022.1689,0.4083,0.6892,-23.0901,0.3583,0.8670,0.1155,-0.0497
0.0500,STABLE,STABLE,-0.0012,-0.0002,0.0822,0.1024,0.4840,0.5160,0.0736,0.0509,0.1013,1.5209,500.0000,0.0016,227.2660,84.4883,0.0736,0.0500,0.0480,0.0440,0.0460,0.1320,0.3620,0.2260,0.0920,252.0838,168.3407,0.0481,0.1968,0.0835,1.8854,-0.0000,0.0000,0.0138,0.0166,0.5014,0.2981,0.0548,0.0659,0.1047,0.0673,0.0569,0.0818,0.1011,0.0098,0.0659,-0.0017,1.0000,0.0062,-0.0470,0.0679,0.1519,0.0000,0.9998,-0.0034,0.0114,-0.0204,-0.0000,0.0000,1.0000,0.1559,3725.4589,81.9070,912.6677,0.4179,0.6518,27.9971,0.5042,0.8947,0.1130,-0.0505
0.1000,STABLE,STABLE,0.0144,0.0017,0.1038,0.1467,0.5580,0.4280,0.0912,0.0800,0.1035,1.6472,500.0000,0.0016,227.8218,82.7520,0.0912,0.1080,0.0420,0.0220,0.0140,0.0420,0.2080,0.3600,0.2040,250.5156,178.1789,0.0462,0.2216,0.0851,1.9310,-0.0002,-0.0000,0.0122,0.0147,0.4921,0.2942,0.0887,0.0644,0.0966,0.0505,0.0200,0.1003,0.0588,0.0000,0.1615,0.0047,1.0000,0.0116,-0.0367,0.0827,0.1831,0.0001,1.0003,-0.0005,-0.0155,-0.0570,0.0000,0.0000,1.0000,0.1559,3717.2209,81.6079,863.0195,0.4182,0.6529,-17.9471,0.2979,0.8357,0.1105,-0.0522
0.1500,STABLE,STABLE,0.0032,0.0001,0.1324,0.1353,0.5080,0.4900,0.0931,0.0713,0.1653,2.6805,500.0000,0.0016,226.4909,87.3569,0.0931,0.1040,0.0420,0.0580,0.0380,0.0520,0.2320,0.2860,0.1880,241.3994,172.3432,0.0452,0.1953,0.1078,2.9449,-0.0001,0.0000,0.0152,0.0165,0.5030,0.6064,0.0888,0.0797,0.1269,0.0695,0.0329,0.0710,0.0749,0.0090,0.0680,-0.0027,1.0000,0.0312,-0.0654,0.0878,0.1788,-0.0000,0.9999,-0.0057,0.0791,-0.0344,-0.0000,0.0000,1.0000,0.1553,3715.7191,81.4494,845.4960,0.4186,0.6527,25.9856,0.5188,0.8844,0.1078,-0.0539
0.2000,STABLE,STABLE,0.0118,0.0040,0.0751,0.1305,0.5780,0.4220,0.0909,0.0821,0.0736,0.7205,500.0000,0.0016,227.4284,85.1010,0.0909,0.0560,0.0580,0.0700,0.1360,0.2320,0.2500,0.1540,0.0440,241.4712,183.0492,0.0478,0.2166,0.0795,1.2141,0.0002,0.0000,0.0129,0.0175,0.5083,0.5054,0.0879,0.0696,0.0827,0.0664,0.0510,0.0881,0.0738,0.0051,0.1144,-0.0057,1.0000,-0.0222,-0.0629,0.0838,0.1835,0.0000,1.0000,0.0038,-0.0261,-0.0625,-0.0000,0.0000,1.0000,0.1554,3716.7491,81.3787,834.6959,0.4174,0.6535,27.9971,0.5625,0.8947,0.1051,-0.0555
0.2500,STABLE,STABLE,0.0138,0.0012,0.1441,0.2198,0.5260,0.4740,0.1749,0.1461,0.1529,1.5000,500.0000,0.0016,234.7523,71.8148,0.1749,0.0300,0.1080,0.2140,0.1760,0.2580,0.1300,0.0540,0.0300,264.6629,213.9573,0.1069,0.4280,0.1564,1.7923,0.0005,0.0000,0.0162,0.0216,0.5053,0.4419,0.1001,0.0656,0.2370,0.1271,0.0419,0.2561,0.1851,0.0059,0.2977,-0.0364,1.0000,0.0065,-0.1234,0.1044,0.2218,-0.0001,1.0001,0.0402,0.0163,-0.1414,0.0000,-0.0000,1.0000,0.1556,3720.0096,81.5759,854.5580,0.4169,0.6538,28.9627,0.5458,0.9086,0.1023,-0.0572
0.3000,STABLE,STABLE,0.0027,0.0071,0.1618,0.2378,0.5600,0.4380,0.1624,0.1663,0.1544,2.7428,500.0000,0.0016,232.8751,73.7168,0.1624,0.0180,0.0200,0.0960,0.4720,0.3380,0.0280,0.0140,0.0140,261.9843,205.8689,0.0979,0.2758,0.1352,2.6314,0.0002,0.0000,0.0149,0.0189,0.5021,0.4358,0.1364,0.1198,0.2684,0.1234,0.0274,0.1304,0.0971,0.0071,0.1450,-0.0036,0.9999,-0.1139,0.0208,0.1073,0.1700,0.0001,1.0001,0.0157,-0.1509,-0.0334,0.0000,-0.0000,1.0000,0.1566,3733.1126,82.2348,915.9477,0.4166,0.6528,-19.9977,0.3688,0.8407,0.0994,-0.0589
0.3500,STABLE,STABLE,0.0094,0.0102,0.1279,0.1533,0.6120,0.3880,0.1000,0.0624,0.1250,1.2987,500.0000,0.0016,236.8841,68.4376,0.1000,0.0780,0.1380,0.1000,0.1900,0.2200,0.1320,0.0640,0.0780,276.0439,216.3520,0.0600,0.2709,0.1099,1.3519,0.0001,0.0000,0.0148,0.0180,0.5134,0.3966,0.0546,0.0641,0.1404,0.0743,0.0874,0.1419,0.0885,0.0090,0.2038,-0.0157,1.0000,0.0062,-0.0526,0.0857,0.1872,0.0002,1.0005,0.0194,-0.0372,-0.0822,0.0000,0.0000,1.0000,0.1552,3711.0012,81.5342,846.6268,0.4226,0.6512,36.9888,0.5125,0.9640,0.0964,-0.2335
0.4000,STABLE,STABLE,0.0150,0.0089,0.0796,0.1216,0.6560,0.3440,0.0757,0.0548,0.1120,1.8814,500.0000,0.0016,237.6838,68.6491,0.0757,0.0420,0.0820,0.0660,0.1280,0.2100,0.2580,0.1460,0.0680,271.7083,222.8573,0.0305,0.1971,0.0894,1.8598,0.0002,0.0000,0.0123,0.0161,0.5073,0.2857,0.0794,0.0405,0.0960,0.0668,0.0548,0.0825,0.0474,0.0001,0.0682,-0.0031,1.0000,-0.0169,-0.0493,0.0749,0.1845,-0.0001,1.0001,0.0082,-0.0440,-0.0639,0.0000,-0.0000,1.0000,0.1549,3709.8255,81.4008,842.8897,0.4223,0.6512,25.9856,0.5062,0.8844,0.0760,-0.9015
0.4500,STABLE,STABLE,-0.0122,-0.0008,0.0571,0.0868,0.3840,0.5960,0.0527,0.0340,0.0713,1.0159,500.0000,0.0016,238.5310,71.6965,0.0527,0.1920,0.1560,0.0980,0.0940,0.0560,0.1120,0.1040,0.1880,258.2662,233.4790,0.0184,0.1718,0.0711,1.8913,0.0000,0.0000,0.0113,0.0143,0.5014,0.5634,0.0607,0.0218,0.0455,0.0505,0.0300,0.0664,0.0744,0.0015,0.0822,0.0053,1.0000,0.0142,0.0312,0.0537,0.1432,-0.0000,0.9999,-0.0072,0.0194,0.0411,-0.0000,0.0000,1.0000,0.1549,3712.2898,81.4952,848.2951,0.4212,0.6523,34.0662,0.5146,0.9506,0.0062,-0.1398
0.5000,STABLE,STABLE,0.0034,-0.0002,0.1145,0.1863,0.4780,0.5220,0.1134,0.0950,0.1138,0.8079,500.0000,0.0016,247.0979,65.2447,0.1134,0.2760,0.1040,0.0280,0.0360,0.0320,0.1280,0.2280,0.1680,277.6717,253.8919,0.0588,0.3449,0.1217,1.0628,-0.0003,-0.0000,0.0127,0.0167,0.4847,0.3048,0.0554,0.0414,0.1657,0.0876,0.0314,0.1695,0.1088,0.0049,0.2782,0.0224,1.0000,-0.0088,0.0637,0.0786,0.1710,-0.0000,0.9998,-0.0246,0.0052,0.0833,-0.0000,-0.0000,1.0000,0.1548,3712.9417,81.4517,858.3967,0.4201,0.6526,27.8720,0.5687,0.8824,0.0620,0.3507
