time_s,state,phase,radial_expansion,radial_expansion_median,radial_std,radial_p95,outward_frac,inward_frac,pt_displacement_mean,pt_displacement_median,pt_displacement_std,pt_displacement_max,point_count,point_density,feature_radius_mean,feature_radius_std,flow_magnitude,flow_dir_hist_0,flow_dir_hist_1,flow_dir_hist_2,flow_dir_hist_3,flow_dir_hist_4,flow_dir_hist_5,flow_dir_hist_6,flow_dir_hist_7,foe_x,foe_y,flow_median,flow_p95,flow_std,flow_max,div_mean,div_median,div_std,div_p95,div_pos_frac,div_max,grid_flow_00,grid_flow_01,grid_flow_02,grid_flow_10,grid_flow_11,grid_flow_12,grid_flow_20,grid_flow_21,grid_flow_22,cam_rotation,cam_scale,cam_tx,cam_ty,residual_flow_mean,residual_flow_p95,residual_div,hom_scale,hom_rotation,hom_tx,hom_ty,hom_persp_x,hom_persp_y,hom_ok,edge_density,texture_var,grad_magnitude_mean,sharpness,sky_fraction,ground_fraction,horizon_angle,horizon_pos,horizon_conf,expansion_rate,expansion_acceleration
0.0000,STABLE,STABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,334.0000,0.0030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0847,2403.6390,56.3577,700.8288,0.5946,0.3666,30.0082,0.4097,0.8998,0.0005,0.0006
0.0400,STABLE,STABLE,0.0001,0.0000,0.0026,0.0027,0.4132,0.3323,0.0013,0.0002,0.0035,0.0332,388.0000,0.0035,123.8438,51.4763,0.0013,0.3413,0.0599,0.0629,0.1138,0.1317,0.0629,0.0988,0.1287,178.8331,112.7844,0.0000,0.0068,0.0034,0.1186,-0.0000,-0.0000,0.0007,0.0006,0.4970,0.0218,0.0015,0.0011,0.0013,0.0009,0.0009,0.0022,0.0010,0.0001,0.0007,0.0001,1.0000,-0.0000,0.0000,0.0014,0.0070,0.0000,1.0000,0.0000,-0.0001,-0.0005,0.0000,-0.0000,1.0000,0.0846,2403.5082,56.3376,699.7711,0.5121,0.3695,-26.2039,0.5694,0.8870,0.0005,0.0004
0.0800,STABLE,STABLE,-0.0001,0.0000,0.0045,0.0044,0.4304,0.4330,0.0024,0.0005,0.0057,0.0501,396.0000,0.0036,123.7085,50.5749,0.0024,0.2526,0.0851,0.0979,0.1624,0.1160,0.1031,0.0747,0.1082,187.3229,115.5037,0.0001,0.0104,0.0071,0.2912,0.0000,-0.0000,0.0015,0.0011,0.4977,0.0564,0.0017,0.0017,0.0014,0.0018,0.0027,0.0035,0.0040,0.0009,0.0018,0.0000,1.0000,-0.0001,0.0002,0.0025,0.0115,0.0000,1.0000,0.0001,-0.0005,-0.0000,0.0000,-0.0000,1.0000,0.0845,2403.2844,56.3248,699.1094,0.4991,0.3680,32.1148,0.4167,0.9248,0.0005,0.0000
0.1200,STABLE,STABLE,-0.0000,0.0000,0.0023,0.0021,0.3283,0.3788,0.0014,0.0003,0.0034,0.0307,397.0000,0.0036,124.0985,50.5681,0.0014,0.3965,0.0707,0.0985,0.1187,0.0985,0.0480,0.0581,0.1111,189.1872,114.2287,0.0000,0.0063,0.0035,0.1186,0.0000,-0.0000,0.0008,0.0005,0.4994,0.0304,0.0015,0.0011,0.0011,0.0010,0.0010,0.0020,0.0012,0.0001,0.0006,0.0001,1.0000,0.0000,0.0003,0.0014,0.0074,0.0000,1.0000,0.0000,-0.0001,-0.0002,0.0000,-0.0000,1.0000,0.0845,2403.1718,56.3176,698.7659,0.4964,0.3678,-25.9620,0.5729,0.8852,0.0005,-0.0003
0.1600,STABLE,STABLE,0.0000,0.0000,0.0007,0.0000,0.0680,0.1310,0.0002,0.0000,0.0009,0.0145,397.0000,0.0036,124.9760,53.2580,0.0002,0.8388,0.0151,0.0252,0.0202,0.0504,0.0126,0.0151,0.0227,215.5152,118.8178,0.0000,0.0007,0.0022,0.1170,0.0000,0.0000,0.0006,0.0000,0.5003,0.0359,0.0001,0.0003,0.0012,0.0002,0.0001,0.0003,0.0000,0.0000,0.0002,-0.0000,1.0000,0.0000,-0.0000,0.0002,0.0008,-0.0000,1.0000,0.0000,0.0000,-0.0001,-0.0000,0.0000,1.0000,0.0846,2403.1784,56.3172,698.7062,0.4961,0.3680,-26.2039,0.5694,0.8870,0.0005,-0.0007
0.2000,STABLE,STABLE,0.0001,0.0000,0.0016,0.0007,0.2292,0.1864,0.0006,0.0000,0.0019,0.0188,399.0000,0.0036,125.4366,55.9830,0.0006,0.6574,0.0327,0.0554,0.0630,0.0605,0.0428,0.0479,0.0403,225.3288,115.2468,0.0000,0.0025,0.0022,0.1186,-0.0000,0.0000,0.0006,0.0001,0.5235,0.0336,0.0003,0.0003,0.0015,0.0004,0.0003,0.0004,0.0000,0.0003,0.0005,-0.0001,1.0000,0.0001,-0.0003,0.0007,0.0023,0.0000,1.0000,0.0000,0.0001,-0.0000,-0.0000,0.0000,1.0000,0.0845,2403.3245,56.3161,698.5971,0.4963,0.3670,-25.9620,0.5729,0.8852,0.0004,-0.0011
0.2400,STABLE,STABLE,0.0000,0.0000,0.0007,0.0002,0.1303,0.1103,0.0002,0.0000,0.0009,0.0144,400.0000,0.0036,128.6648,61.9394,0.0002,0.7870,0.0326,0.0125,0.0376,0.0326,0.0251,0.0301,0.0426,243.6097,118.5650,0.0000,0.0007,0.0018,0.1277,-0.0000,-0.0000,0.0005,0.0000,0.4889,0.0378,0.0001,0.0001,0.0011,0.0003,0.0002,0.0003,0.0000,0.0000,0.0002,-0.0000,1.0000,-0.0000,-0.0001,0.0002,0.0007,0.0000,1.0000,-0.0000,0.0000,-0.0001,-0.0000,0.0000,1.0000,0.0845,2403.3331,56.3169,698.5836,0.4960,0.3674,-26.2039,0.5694,0.8870,0.0004,-0.0014
0.2800,STABLE,STABLE,0.0000,0.0000,0.0009,0.0002,0.1000,0.0825,0.0002,0.0000,0.0012,0.0140,400.0000,0.0036,129.6557,62.7149,0.0002,0.8475,0.0175,0.0200,0.0175,0.0250,0.0175,0.0225,0.0325,246.0276,121.8109,0.0000,0.0009,0.0020,0.1186,-0.0000,0.0000,0.0005,0.0000,0.5275,0.0172,0.0002,0.0005,0.0003,0.0003,0.0003,0.0005,0.0000,0.0000,0.0007,-0.0000,1.0000,0.0000,-0.0000,0.0003,0.0007,0.0000,1.0000,-0.0000,0.0002,0.0001,-0.0000,0.0000,1.0000,0.0845,2403.3291,56.3145,698.5134,0.4954,0.3675,-26.2039,0.5694,0.8870,0.0003,-0.0032
0.3200,STABLE,STABLE,0.0000,0.0000,0.0017,0.0005,0.1575,0.1575,0.0005,0.0000,0.0019,0.0230,400.0000,0.0036,131.2543,66.8467,0.0005,0.7300,0.0200,0.0425,0.0450,0.0350,0.0325,0.0575,0.0375,255.9663,116.6801,0.0000,0.0032,0.0042,0.1169,0.0000,0.0000,0.0011,0.0001,0.5344,0.0359,0.0001,0.0006,0.0015,0.0001,0.0018,0.0010,0.0000,0.0005,0.0011,0.0000,1.0000,-0.0001,-0.0001,0.0006,0.0026,-0.0000,1.0000,-0.0001,0.0002,0.0003,-0.0000,0.0000,1.0000,0.0844,2403.2530,56.3131,698.5034,0.4961,0.3670,-26.9277,0.5625,0.8833,0.0001,-0.0012
0.3600,STABLE,STABLE,0.0000,0.0000,0.0010,0.0002,0.0775,0.0875,0.0002,0.0000,0.0012,0.0126,400.0000,0.0036,131.1727,65.8657,0.0002,0.8625,0.0200,0.0175,0.0175,0.0225,0.0175,0.0175,0.0250,253.7799,120.3922,0.0000,0.0008,0.0020,0.1221,0.0000,0.0000,0.0005,0.0000,0.5157,0.0172,0.0002,0.0004,0.0003,0.0002,0.0004,0.0005,0.0000,0.0000,0.0007,-0.0000,1.0000,0.0000,-0.0000,0.0003,0.0007,0.0000,1.0000,-0.0000,0.0002,0.0001,-0.0000,0.0000,1.0000,0.0844,2403.2606,56.3123,698.5284,0.4960,0.3672,-25.9620,0.5729,0.8852,0.0002,-0.0079
