time_s,state,phase,radial_expansion,radial_expansion_median,radial_std,radial_p95,outward_frac,inward_frac,pt_displacement_mean,pt_displacement_median,pt_displacement_std,pt_displacement_max,point_count,point_density,feature_radius_mean,feature_radius_std,flow_magnitude,flow_dir_hist_0,flow_dir_hist_1,flow_dir_hist_2,flow_dir_hist_3,flow_dir_hist_4,flow_dir_hist_5,flow_dir_hist_6,flow_dir_hist_7,foe_x,foe_y,flow_median,flow_p95,flow_std,flow_max,div_mean,div_median,div_std,div_p95,div_pos_frac,div_max,grid_flow_00,grid_flow_01,grid_flow_02,grid_flow_10,grid_flow_11,grid_flow_12,grid_flow_20,grid_flow_21,grid_flow_22,cam_rotation,cam_scale,cam_tx,cam_ty,residual_flow_mean,residual_flow_p95,residual_div,hom_scale,hom_rotation,hom_tx,hom_ty,hom_persp_x,hom_persp_y,hom_ok,edge_density,texture_var,grad_magnitude_mean,sharpness,sky_fraction,ground_fraction,horizon_angle,horizon_pos,horizon_conf,expansion_rate,expansion_acceleration
0.0000,STABLE,STABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,480.0000,0.0028,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0494,2726.1264,41.9788,144.5587,0.3778,0.5892,-25.0037,0.3861,0.8754,0.0033,-0.0688
0.0334,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,-0.0000,-0.0000,0.0000,-0.0000,0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3362,0.5642,-25.0037,0.3861,0.8754,0.0010,-0.0648
0.0667,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3354,0.5618,-25.0037,0.3861,0.8754,-0.0010,-0.0567
0.1001,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3354,0.5618,-25.0037,0.3861,0.8754,-0.0027,-0.0486
0.1335,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3354,0.5619,-25.0037,0.3861,0.8754,-0.0042,-0.0405
0.1668,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3352,0.5619,-25.0037,0.3861,0.8754,-0.0054,-0.0324
0.2002,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3355,0.5617,-25.0037,0.3861,0.8754,-0.0064,-0.0243
0.2336,STABLE,STABLE,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,500.0000,0.0029,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0003,0.0127,0.4012,-0.0000,0.0000,0.0024,0.0000,0.5428,0.0875,0.0001,0.0003,0.0009,0.0000,0.0000,0.0001,0.0009,0.0031,0.0070,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0494,2726.1264,41.9788,144.5587,0.3353,0.5619,-25.0037,0.3861,0.8754,-0.0071,-0.0157
0.2669,STABLE,STABLE,0.0001,0.0000,0.0436,0.0806,0.4840,0.4880,0.0382,0.0083,0.0567,0.4440,500.0000,0.0029,145.3707,63.4104,0.0382,0.1700,0.1120,0.0840,0.0580,0.1160,0.2000,0.1500,0.1100,217.6014,121.5561,0.0092,0.1431,0.0534,0.7294,-0.0001,-0.0000,0.0085,0.0124,0.4936,0.1839,0.0607,0.0361,0.0263,0.0203,0.0421,0.0315,0.0324,0.0460,0.0265,-0.0024,1.0000,0.0090,-0.0225,0.0427,0.1464,-0.0001,1.0000,0.0037,0.0100,-0.0335,-0.0000,-0.0000,1.0000,0.0495,2726.2596,41.8901,142.1222,0.3358,0.5618,-25.0037,0.3861,0.8754,-0.0074,-0.0444
0.3003,STABLE,STABLE,-0.0051,0.0000,0.0383,0.0007,0.1880,0.2640,0.0106,0.0000,0.0484,0.6277,500.0000,0.0029,146.9958,65.2473,0.0106,0.6320,0.0640,0.0420,0.0280,0.0540,0.0620,0.0620,0.0560,202.8360,129.7892,0.0000,0.0599,0.0445,0.8889,-0.0001,-0.0000,0.0068,0.0022,0.4858,0.2567,0.0114,0.0038,0.0064,0.0347,0.0031,0.0004,0.0010,0.0231,0.0047,0.0008,1.0000,0.0112,0.0044,0.0166,0.0706,-0.0001,1.0001,0.0010,-0.0009,-0.0065,0.0000,0.0000,1.0000,0.0495,2726.1541,41.8754,141.6006,0.3355,0.5620,-27.0465,0.3583,0.8870,-0.0100,0.0772
0.3337,STABLE,STABLE,0.0054,0.0000,0.0391,0.0355,0.2500,0.2180,0.0156,0.0000,0.0567,0.5990,500.0000,0.0029,148.9577,69.0386,0.0156,0.6060,0.0540,0.0380,0.0240,0.0860,0.0780,0.0760,0.0380,187.9768,127.5966,0.0000,0.1094,0.0528,0.9468,0.0000,0.0000,0.0078,0.0051,0.5016,0.1513,0.0252,0.0066,0.0030,0.0343,0.0032,0.0007,0.0130,0.0325,0.0185,-0.0015,1.0000,-0.0092,-0.0123,0.0210,0.1111,0.0001,0.9999,0.0010,0.0172,-0.0090,-0.0000,-0.0000,1.0000,0.0496,2718.8762,41.6207,151.2993,0.3357,0.5628,-29.0332,0.3722,0.8654,-0.0023,-0.0163
0.3670,STABLE,STABLE,-0.0050,0.0000,0.0378,0.0020,0.2560,0.3220,0.0141,0.0002,0.0561,0.6336,500.0000,0.0029,150.0698,71.7526,0.0141,0.4960,0.1020,0.0980,0.0520,0.0920,0.0600,0.0540,0.0460,180.4992,119.8699,0.0000,0.0694,0.0406,0.9698,0.0001,0.0000,0.0060,0.0031,0.5072,0.1828,0.0280,0.0057,0.0125,0.0289,0.0029,0.0004,0.0036,0.0019,0.0063,0.0016,1.0000,0.0012,0.0145,0.0192,0.0984,-0.0001,0.9999,-0.0010,-0.0009,0.0175,0.0000,-0.0000,1.0000,0.0495,2718.1545,41.6347,151.6165,0.3357,0.5626,-28.0858,0.3806,0.8425,-0.0111,0.0529
0.4004,STABLE,STABLE,0.0050,0.0000,0.0409,0.0108,0.1980,0.1740,0.0105,0.0000,0.0534,0.5947,500.0000,0.0029,147.3625,66.8047,0.0105,0.6760,0.0320,0.0300,0.0280,0.0700,0.0460,0.0600,0.0580,197.4229,124.9011,0.0000,0.0384,0.0387,0.9512,-0.0001,0.0000,0.0058,0.0011,0.5066,0.1473,0.0019,0.0081,0.0110,0.0211,0.0028,0.0005,0.0026,0.0159,0.0036,-0.0002,1.0000,-0.0048,-0.0057,0.0140,0.0566,0.0001,1.0000,-0.0004,-0.0024,-0.0055,-0.0000,0.0000,1.0000,0.0495,2717.2071,41.5998,154.2155,0.3359,0.5626,-29.8843,0.3639,0.8496,0.0012,-0.0587
0.4338,STABLE,STABLE,-0.0029,0.0000,0.0365,0.0000,0.0600,0.0680,0.0038,0.0000,0.0385,0.6176,500.0000,0.0029,150.0928,65.5116,0.0038,0.8900,0.0140,0.0180,0.0120,0.0120,0.0140,0.0240,0.0160,198.2873,149.5685,0.0000,0.0036,0.0329,0.9798,0.0000,-0.0000,0.0051,0.0001,0.4972,0.1827,0.0006,0.0003,0.0007,0.0187,0.0011,0.0001,0.0037,0.0074,0.0010,0.0003,1.0000,0.0044,0.0030,0.0067,0.0054,-0.0001,1.0000,0.0005,-0.0014,-0.0026,0.0000,0.0000,1.0000,0.0495,2717.6537,41.5938,154.0636,0.3359,0.5628,-28.9264,0.3722,0.8683,-0.0150,-0.1827
