time_s,state,phase,radial_expansion,radial_expansion_median,radial_std,radial_p95,outward_frac,inward_frac,pt_displacement_mean,pt_displacement_median,pt_displacement_std,pt_displacement_max,point_count,point_density,feature_radius_mean,feature_radius_std,flow_magnitude,flow_dir_hist_0,flow_dir_hist_1,flow_dir_hist_2,flow_dir_hist_3,flow_dir_hist_4,flow_dir_hist_5,flow_dir_hist_6,flow_dir_hist_7,foe_x,foe_y,flow_median,flow_p95,flow_std,flow_max,div_mean,div_median,div_std,div_p95,div_pos_frac,div_max,grid_flow_00,grid_flow_01,grid_flow_02,grid_flow_10,grid_flow_11,grid_flow_12,grid_flow_20,grid_flow_21,grid_flow_22,cam_rotation,cam_scale,cam_tx,cam_ty,residual_flow_mean,residual_flow_p95,residual_div,hom_scale,hom_rotation,hom_tx,hom_ty,hom_persp_x,hom_persp_y,hom_ok,edge_density,texture_var,grad_magnitude_mean,sharpness,sky_fraction,ground_fraction,horizon_angle,horizon_pos,horizon_conf,expansion_rate,expansion_acceleration
0.0000,STABLE,STABLE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.0000,0.0001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0014,540.5326,2.6063,4.5190,0.7413,0.4564,0.0000,0.9458,0.3051,-11.9559,232.3836
0.0333,STABLE,ASCEND,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,32.0000,0.0001,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.3973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,nan,1.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0014,540.5326,2.6063,4.5190,0.7415,0.4541,0.0000,0.9458,0.3051,-4.2098,215.0222
0.0667,STABLE,ASCEND,nan,nan,nan,nan,nan,nan,0.0000,0.0000,0.0000,0.0000,31.0000,0.0001,nan,nan,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,nan,nan,0.0000,0.0000,0.0001,0.0031,-0.0000,-0.0000,0.0000,0.0000,0.4910,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000,0.0000,nan,1.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,1.0000,0.0014,540.6076,2.6056,4.5180,0.7411,0.4542,0.0000,0.9458,0.3051,2.3789,180.2992
0.1000,STABLE,ASCEND,-0.6199,-0.0001,3.1781,0.0453,0.2593,0.5556,0.6380,0.0005,3.1746,16.8248,29.0000,0.0001,112.6064,77.8089,0.6380,0.3704,0.1111,0.1481,0.0741,0.1111,0.0000,0.1481,0.0370,527.1199,396.6935,0.0002,0.0024,0.0137,0.4697,-0.0000,-0.0000,0.0044,0.0002,0.4919,0.2285,0.0004,0.0009,0.0010,0.0001,0.0006,0.0005,0.0002,0.0004,0.0120,-0.0017,1.0000,0.0163,-0.0058,0.6396,0.0674,-0.0141,1.1510,0.0562,-51.1555,-45.5593,0.0000,0.0002,0.9259,0.0014,587.1107,2.6695,4.5530,0.7485,0.4345,0.0000,0.9458,0.3028,7.8101,145.5762
0.1333,STABLE,ASCEND,-0.0002,0.0001,0.0013,0.0012,0.5000,0.4615,0.0009,0.0004,0.0013,0.0060,30.0000,0.0001,101.0523,53.9536,0.0009,0.4231,0.0385,0.0769,0.0769,0.0000,0.1538,0.0385,0.1923,516.4279,396.6417,0.0002,0.0024,0.0042,0.3026,0.0000,0.0000,0.0018,0.0003,0.5028,0.1333,0.0004,0.0009,0.0010,0.0004,0.0005,0.0007,0.0002,0.0011,0.0014,-0.0002,1.0000,0.0015,-0.0018,0.0010,0.0029,-0.0000,1.0026,0.0013,-0.8709,-0.8182,0.0000,0.0000,1.0000,0.0014,587.3269,2.6659,4.5549,0.7545,0.4389,0.0000,0.9458,0.3028,12.0839,110.8532
0.1667,STABLE,ASCEND,0.0002,0.0000,0.0008,0.0017,0.2759,0.2414,0.0004,0.0001,0.0010,0.0049,29.0000,0.0001,122.1231,96.3531,0.0004,0.5862,0.0690,0.0690,0.0000,0.1379,0.0000,0.0345,0.1034,516.4279,396.6417,0.0000,0.0002,0.0007,0.0586,0.0000,-0.0000,0.0003,0.0000,0.4997,0.0260,0.0001,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0001,0.0002,0.0000,1.0000,-0.0006,-0.0001,0.0006,0.0018,0.0000,1.0000,-0.0004,-0.0044,0.0046,-0.0000,0.0000,1.0000,0.0014,587.9951,2.6675,4.5586,0.7545,0.4390,0.0000,0.9458,0.3028,15.2003,76.1302
0.2000,STABLE,ASCEND,0.0004,-0.0002,0.0217,0.0173,0.4231,0.5769,0.0113,0.0007,0.0233,0.0906,31.0000,0.0001,84.7896,38.3231,0.0113,0.1154,0.0000,0.1154,0.0385,0.2692,0.1538,0.1154,0.1923,523.1968,408.8770,0.0004,0.0027,0.0054,0.2998,-0.0000,-0.0000,0.0018,0.0003,0.4982,0.1368,0.0005,0.0008,0.0007,0.0005,0.0006,0.0008,0.0007,0.0020,0.0028,0.0010,1.0000,-0.0062,0.0130,0.0122,0.0690,-0.0000,0.9726,0.0073,9.6914,7.8707,0.0000,-0.0000,1.0000,0.0013,589.5183,2.6282,4.5327,0.7140,0.4517,0.0000,0.9167,0.2982,17.1593,41.4072
0.2333,STABLE,ASCEND,4.2480,0.0255,12.1557,23.2931,0.5556,0.4444,5.5285,0.2964,14.9343,47.7680,24.0000,0.0001,104.3469,38.9508,5.5285,0.0000,0.0000,0.1111,0.1111,0.2222,0.1111,0.0000,0.4444,510.1867,425.4151,0.0004,0.0031,0.0308,0.7786,-0.0000,0.0000,0.0084,0.0003,0.5025,0.2717,0.0005,0.0007,0.0007,0.0005,0.0007,0.0008,0.0007,0.0095,0.0307,-0.0109,0.9999,0.1354,-0.1819,5.5162,28.7870,0.1895,0.7764,0.0124,66.9415,59.9986,-0.0000,-0.0003,0.8889,0.0007,590.7542,2.6417,3.5743,0.5591,0.5812,nan,nan,0.0000,17.9608,13.2039
0.2667,STABLE,ASCEND,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,0.0001,81.5930,47.1008,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,510.1867,425.4151,0.0000,0.0000,0.0000,0.0001,-0.0000,0.0000,0.0000,0.0000,0.4167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.0000,0.0007,590.7542,2.6417,3.5743,0.5634,0.5790,nan,nan,0.0000,18.0396,-12.2132
0.3000,STABLE,ASCEND,0.0277,0.0005,0.0634,0.1649,0.7391,0.2609,0.0846,0.0472,0.1051,0.3681,32.0000,0.0001,73.2329,47.4803,0.0846,0.0435,0.0435,0.0870,0.0000,0.2174,0.0870,0.2609,0.2609,513.4084,444.1542,0.0004,0.0028,0.0203,0.6388,0.0000,-0.0000,0.0062,0.0003,0.4977,0.2389,0.0005,0.0008,0.0007,0.0005,0.0008,0.0008,0.0005,0.0031,0.0182,0.0095,1.0001,-0.1251,-0.0191,0.0940,0.2675,0.0022,1.1373,0.0128,-49.1413,-42.8445,0.0000,0.0002,1.0000,0.0006,522.1314,2.4893,3.3939,0.5327,0.5464,nan,nan,0.0000,17.1466,-38.2075
